,Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,Combined_Key,Incident_Rate,Case_Fatality_Ratio
580,,Saint Vincent and the Grenadines,2021-04-01 04:27:05,12.9843,-61.2872,1748,10,1587.0,151.0,Saint Vincent and the Grenadines,1575.5270534579574,0.5720823798627003
581,,Samoa,2021-04-01 04:27:05,-13.759,-172.1046,3,0,2.0,1.0,Samoa,1.5295977158007443,0.0
582,,San Marino,2021-04-01 04:27:05,43.9424,12.4578,4732,84,4128.0,520.0,San Marino,13943.0726619129,1.7751479289940828
583,,Sao Tome and Principe,2021-04-01 04:27:05,0.1864,6.6131,2223,34,2092.0,97.0,Sao Tome and Principe,1014.32280378352,1.5294646873594242
584,,Saudi Arabia,2021-04-01 04:27:05,23.885942,45.079162,390007,6669,378083.0,5255.0,Saudi Arabia,1120.263370914814,1.7099693082431853
585,,Senegal,2021-04-01 04:27:05,14.4974,-14.4524,38705,1051,37321.0,333.0,Senegal,231.1583959082485,2.7154114455496705
586,,Serbia,2021-04-01 04:27:05,44.0165,21.0059,600596,5308,0.0,595288.0,Serbia,6873.876235068447,0.8837887698219768
587,,Seychelles,2021-04-01 04:27:05,-4.6796,55.492,4114,20,3745.0,349.0,Seychelles,4183.4451901566,0.4861448711716091
588,,Sierra Leone,2021-04-01 04:27:05,8.460555000000001,-11.779889,3980,79,2812.0,1089.0,Sierra Leone,49.89353747061077,1.984924623115578
589,,Singapore,2021-04-01 04:27:05,1.2833,103.8333,60381,30,60149.0,202.0,Singapore,1032.093331963613,0.0496845034033884
590,,Slovakia,2021-04-01 04:27:05,48.669,19.699,707876,9719,255300.0,442857.0,Slovakia,12965.6096561625,1.3729805785194018
591,,Slovenia,2021-04-01 04:27:05,46.1512,14.9955,215602,4047,198524.0,13031.0,Slovenia,10370.805779121203,1.877069785994564
592,,Solomon Islands,2021-04-01 04:27:05,-9.6457,160.1562,19,0,18.0,1.0,Solomon Islands,2.9102806429575803,0.0
593,,Somalia,2021-04-01 04:27:05,5.152149,46.199616,11398,529,4819.0,6050.0,Somalia,71.71611993769167,4.641165116687138
594,,South Africa,2021-04-01 04:27:05,-30.5595,22.9375,1548157,52846,1474319.0,20992.0,South Africa,2610.337540754989,3.413478090400392
595,,South Sudan,2021-04-01 04:27:05,6.877000000000002,31.307,10165,109,9668.0,388.0,South Sudan,90.80977393681766,1.072306935563207
596,Andalusia,Spain,2021-04-01 04:27:05,37.5443,-4.7278,505796,9206,10671.0,485919.0,"Andalusia, Spain",6001.800079621188,1.8201013847480008
597,Aragon,Spain,2021-04-01 04:27:05,41.5976,-0.9057,110894,3344,3772.0,103778.0,"Aragon, Spain",8397.332699271385,3.015492271899291
598,Asturias,Spain,2021-04-01 04:27:05,43.3614,-5.8593,47263,1891,1063.0,44309.0,"Asturias, Spain",4623.632245978058,4.001015593593297
599,Baleares,Spain,2021-04-01 04:27:05,39.710358,2.995148,57676,777,1533.0,55366.0,"Baleares, Spain",4853.983269091583,1.3471808031070116
600,C. Valenciana,Spain,2021-04-01 04:27:05,39.484,-0.7533,385658,7112,9970.0,368576.0,"C. Valenciana, Spain",7751.967901709539,1.8441209569100083
601,Canarias,Spain,2021-04-01 04:27:05,28.2916,-16.6291,46880,676,1537.0,44667.0,"Canarias, Spain",2124.245718317224,1.4419795221843004
602,Cantabria,Spain,2021-04-01 04:27:05,43.1828,-3.9878,26077,542,2287.0,23248.0,"Cantabria, Spain",4483.349695086832,2.0784599455458834
603,Castilla - La Mancha,Spain,2021-04-01 04:27:05,39.2796,-3.0977,175803,5757,6392.0,163654.0,"Castilla - La Mancha, Spain",8639.490249287795,3.274688145253494
604,Castilla y Leon,Spain,2021-04-01 04:27:05,41.8357,-4.3976,212625,6626,8716.0,197283.0,"Castilla y Leon, Spain",8830.921036510277,3.116284538506761
605,Catalonia,Spain,2021-04-01 04:27:05,41.5912,1.5209,536235,13335,26203.0,496697.0,"Catalonia, Spain",7087.026895507274,2.486782847072645
606,Ceuta,Spain,2021-04-01 04:27:05,35.8894,-5.3213,5121,95,163.0,4863.0,"Ceuta, Spain",6036.85060533544,1.85510642452646
607,Extremadura,Spain,2021-04-01 04:27:05,39.4937,-6.0679,71103,1757,2652.0,66694.0,"Extremadura, Spain",6673.681088468065,2.4710631056354866
608,Galicia,Spain,2021-04-01 04:27:05,42.5751,-8.1339,116522,2327,9204.0,104991.0,"Galicia, Spain",4314.924858569397,1.997047767803505
609,La Rioja,Spain,2021-04-01 04:27:05,42.2871,-2.5396,27895,744,3107.0,24044.0,"La Rioja, Spain",8895.91193063134,2.6671446495787774
610,Madrid,Spain,2021-04-01 04:27:05,40.4168,-3.7038,625215,14564,40736.0,569915.0,"Madrid, Spain",9413.550761264258,2.3294386730964547
611,Melilla,Spain,2021-04-01 04:27:05,35.2923,-2.9381,7861,79,125.0,7657.0,"Melilla, Spain",9282.197215695072,1.00496120086503
612,Murcia,Spain,2021-04-01 04:27:05,37.9922,-1.1307,108542,1562,2180.0,104800.0,"Murcia, Spain",7296.141666493017,1.439074275395699
613,Navarra,Spain,2021-04-01 04:27:05,42.6954,-1.6761,54315,1121,3905.0,49289.0,"Navarra, Spain",8356.848107381229,2.063886587498849
614,Pais Vasco,Spain,2021-04-01 04:27:05,42.9896,-2.6189,162872,3944,16160.0,142768.0,"Pais Vasco, Spain",7478.465296526898,2.4215334741392014
615,Unknown,Spain,2021-04-01 04:27:05,,,0,0,0.0,0.0,"Unknown, Spain",,
616,,Sri Lanka,2021-04-01 04:27:05,7.873054,80.77179699999998,92706,568,89251.0,2887.0,Sri Lanka,432.9375503484992,0.6126895778051044
617,,Sudan,2021-04-01 04:27:05,12.8628,30.2176,31833,2063,24214.0,5556.0,Sudan,72.59642116268803,6.480696132943801
618,,Suriname,2021-04-01 04:27:05,3.9193,-56.0278,9122,177,8598.0,347.0,Suriname,1554.972947357296,1.9403639552729663
619,Blekinge,Sweden,2021-04-01 04:27:05,56.2784,15.018,8956,120,0.0,8836.0,"Blekinge, Sweden",5611.317870255504,1.339883876730683
620,Dalarna,Sweden,2021-04-01 04:27:05,61.0917,14.6664,18657,310,0.0,18347.0,"Dalarna, Sweden",6478.8898689428615,1.6615747440638902
621,Gavleborg,Sweden,2021-04-01 04:27:05,61.3012,16.1534,27932,523,0.0,27409.0,"Gavleborg, Sweden",9719.467468387023,1.8724044107117288
622,Gotland,Sweden,2021-04-01 04:27:05,57.4684,18.4867,3027,46,0.0,2981.0,"Gotland, Sweden",5071.541064906343,1.5196564255037992
623,Halland,Sweden,2021-04-01 04:27:05,56.8967,12.8034,31823,290,0.0,31533.0,"Halland, Sweden",9532.182310512568,0.9112905759984916
624,Jamtland Harjedalen,Sweden,2021-04-01 04:27:05,63.1712,14.9592,8519,118,0.0,8401.0,"Jamtland Harjedalen, Sweden",6512.499044415565,1.385139100833431
625,Jonkoping,Sweden,2021-04-01 04:27:05,57.3708,14.3439,33356,535,0.0,32821.0,"Jonkoping, Sweden",9173.842612328415,1.6039093416476795
626,Kalmar,Sweden,2021-04-01 04:27:05,57.235,16.1849,15188,222,0.0,14966.0,"Kalmar, Sweden",6187.919134962476,1.4616802739004475
627,Kronoberg,Sweden,2021-04-01 04:27:05,56.7183,14.4115,15331,297,0.0,15034.0,"Kronoberg, Sweden",7609.607433401665,1.9372513208531728
628,Norrbotten,Sweden,2021-04-01 04:27:05,66.8309,20.3992,16375,238,0.0,16137.0,"Norrbotten, Sweden",6547.5643060781385,1.453435114503817
629,Orebro,Sweden,2021-04-01 04:27:05,59.535,15.0066,22112,301,0.0,21811.0,"Orebro, Sweden",7254.474172011614,1.3612518089725036
630,Ostergotland,Sweden,2021-04-01 04:27:05,58.3454,15.5198,28154,576,0.0,27578.0,"Ostergotland, Sweden",6048.185265147853,2.045890459614975
631,Skane,Sweden,2021-04-01 04:27:05,55.9903,13.5958,124024,1643,0.0,122381.0,"Skane, Sweden",9001.420352482568,1.3247435980132878
632,Sormland,Sweden,2021-04-01 04:27:05,59.0336,16.7519,17511,420,0.0,17091.0,"Sormland, Sweden",5885.259124823553,2.3984923762206614
633,Stockholm,Sweden,2021-04-01 04:27:05,59.6025,18.1384,192075,4003,0.0,188072.0,"Stockholm, Sweden",8080.288387312002,2.0840817389040738
634,Uppsala,Sweden,2021-04-01 04:27:05,60.0092,17.2715,29210,499,0.0,28711.0,"Uppsala, Sweden",7612.46035448369,1.7083190688120506
635,Varmland,Sweden,2021-04-01 04:27:05,59.7294,13.2354,12335,184,0.0,12151.0,"Varmland, Sweden",4367.701317923333,1.4916903121199838
636,Vasterbotten,Sweden,2021-04-01 04:27:05,65.3337,16.5162,18195,168,0.0,18027.0,"Vasterbotten, Sweden",6695.837136043807,0.9233305853256388
637,Vasternorrland,Sweden,2021-04-01 04:27:05,63.4276,17.7292,17608,428,0.0,17180.0,"Vasternorrland, Sweden",7176.77411991995,2.430713312130849
638,Vastmanland,Sweden,2021-04-01 04:27:05,59.6714,16.2159,20948,332,0.0,20616.0,"Vastmanland, Sweden",7594.119886167957,1.5848768378842848
639,Vastra Gotaland,Sweden,2021-04-01 04:27:05,58.2528,13.0596,143550,2212,0.0,141338.0,"Vastra Gotaland, Sweden",8317.49118276405,1.5409265064437478
640,,Switzerland,2021-04-01 04:27:05,46.8182,8.2275,601124,10297,317600.0,273227.0,Switzerland,6945.702282873722,1.7129577258602218
641,,Syria,2021-04-01 04:27:05,34.802075,38.99681500000001,18909,1265,12731.0,4913.0,Syria,108.04737216437074,6.689936009307737
642,,Taiwan,2021-04-01 04:27:05,23.7,121.0,1030,10,981.0,39.0,Taiwan,4.324682917817379,0.970873786407767
643,,Tajikistan,2021-04-01 04:27:05,38.861,71.2761,13714,91,13218.0,405.0,Tajikistan,143.78816063760834,0.6635554907393904
644,,Tanzania,2021-04-01 04:27:05,-6.369028,34.888822,509,21,183.0,305.0,Tanzania,0.852107987092757,4.12573673870334
645,,Thailand,2021-04-01 04:27:05,15.870032,100.992541,28863,94,26873.0,1896.0,Thailand,41.351015898601,0.325676471607248
646,,Timor-Leste,2021-04-01 04:27:05,-8.874217,125.727539,604,0,189.0,415.0,Timor-Leste,45.81164738380604,0.0
647,,Togo,2021-04-01 04:27:05,8.6195,0.8248,10249,109,7815.0,2325.0,Togo,123.7990770814437,1.0635183920382476
648,,Trinidad and Tobago,2021-04-01 04:27:05,10.6918,-61.2225,8026,142,7615.0,269.0,Trinidad and Tobago,573.494220398702,1.769249937702467
649,,Tunisia,2021-04-01 04:27:05,33.886917,9.537499,254018,8812,217293.0,27913.0,Tunisia,2149.303751081556,3.469045500712548
650,,Turkey,2021-04-01 04:27:05,38.9637,35.2433,3317182,31537,3014226.0,271419.0,Turkey,3933.1499837435954,0.9507166022244182
3926,,Uganda,2021-04-01 04:27:05,1.373333,32.290275,40867,335,40449.0,83.0,Uganda,89.34435189436174,0.8197323023466366
3927,Cherkasy Oblast,Ukraine,2021-04-01 04:27:05,49.4444,32.0598,57393,759,49607.0,7027.0,"Cherkasy Oblast, Ukraine",4757.570557822724,1.3224609272907846
3928,Chernihiv Oblast,Ukraine,2021-04-01 04:27:05,51.4982,31.2893,41884,862,33677.0,7345.0,"Chernihiv Oblast, Ukraine",4164.475090604477,2.05806513227008
3929,Chernivtsi Oblast,Ukraine,2021-04-01 04:27:05,48.2917,25.9352,69844,1360,49629.0,18855.0,"Chernivtsi Oblast, Ukraine",7722.9110965153795,1.94719660958708
3930,Crimea Republic*,Ukraine,2021-04-01 04:27:05,45.2835,34.2008,37633,1069,35253.0,1311.0,"Crimea Republic*, Ukraine",1966.47282193788,2.840592033587543
3931,Dnipropetrovsk Oblast,Ukraine,2021-04-01 04:27:05,48.4647,35.0462,91122,2357,74436.0,14329.0,"Dnipropetrovsk Oblast, Ukraine",2841.8104979390155,2.586642084238713
3932,Donetsk Oblast,Ukraine,2021-04-01 04:27:05,48.0159,37.8028,59206,1269,47347.0,10590.0,"Donetsk Oblast, Ukraine",1421.205160660323,2.1433638482586224
3933,Ivano-Frankivsk Oblast,Ukraine,2021-04-01 04:27:05,48.9226,24.7111,79225,1699,62236.0,15290.0,"Ivano-Frankivsk Oblast, Ukraine",5769.152347857495,2.144525086778164
3934,Kharkiv Oblast,Ukraine,2021-04-01 04:27:05,49.9935,36.2304,103804,1962,84783.0,17059.0,"Kharkiv Oblast, Ukraine",3879.6560619345655,1.890100574158992
3935,Kherson Oblast,Ukraine,2021-04-01 04:27:05,46.6354,32.6169,24258,704,21306.0,2248.0,"Kherson Oblast, Ukraine",2337.8050190817626,2.902135378019622
3936,Khmelnytskyi Oblast,Ukraine,2021-04-01 04:27:05,49.423,26.9871,63780,1156,50632.0,11992.0,"Khmelnytskyi Oblast, Ukraine",5043.073285865084,1.8124804013797429
3937,Kiev,Ukraine,2021-04-01 04:27:05,50.4501,30.5234,162291,3405,105605.0,53281.0,"Kiev, Ukraine",5499.898332655551,2.0980830729985027
3938,Kiev Oblast,Ukraine,2021-04-01 04:27:05,50.053,30.7667,95323,1612,77512.0,16199.0,"Kiev Oblast, Ukraine",5391.755376313676,1.691092391133305
3939,Kirovohrad Oblast,Ukraine,2021-04-01 04:27:05,48.5079,32.2623,13162,467,9059.0,3636.0,"Kirovohrad Oblast, Ukraine",1391.9955496753737,3.5480929949855646
3940,Luhansk Oblast,Ukraine,2021-04-01 04:27:05,48.574,39.3078,17460,522,14958.0,1980.0,"Luhansk Oblast, Ukraine",811.4012565101474,2.989690721649485
3941,Lviv Oblast,Ukraine,2021-04-01 04:27:05,49.8397,24.0297,103670,2629,79111.0,21930.0,"Lviv Oblast, Ukraine",4110.592259144552,2.535931320536317
3942,Mykolaiv Oblast,Ukraine,2021-04-01 04:27:05,46.975,31.9946,51924,1062,41892.0,8970.0,"Mykolaiv Oblast, Ukraine",2058.8250454694867,2.045296972498267
3943,Odessa Oblast,Ukraine,2021-04-01 04:27:05,46.4846,30.7326,107566,1776,83037.0,22753.0,"Odessa Oblast, Ukraine",4518.995020812433,1.651079337337077
3944,Poltava Oblast,Ukraine,2021-04-01 04:27:05,49.5883,34.5514,55021,1153,46321.0,7547.0,"Poltava Oblast, Ukraine",3928.839456770341,2.0955635121135567
3945,Rivne Oblast,Ukraine,2021-04-01 04:27:05,50.6199,26.2516,57724,747,50901.0,6076.0,"Rivne Oblast, Ukraine",4987.812159498696,1.2940891137135333
3946,Sevastopol*,Ukraine,2021-04-01 04:27:05,44.6054,33.522,13228,562,12210.0,456.0,"Sevastopol*, Ukraine",2984.5829638704818,4.248563652857575
3947,Sumy Oblast,Ukraine,2021-04-01 04:27:05,50.9077,34.7981,58193,812,49583.0,7798.0,"Sumy Oblast, Ukraine",5381.175456668929,1.3953568298592611
3948,Ternopil Oblast,Ukraine,2021-04-01 04:27:05,49.5535,25.5948,54080,762,44874.0,8444.0,"Ternopil Oblast, Ukraine",5170.770232502995,1.4090236686390532
3949,Vinnytsia Oblast,Ukraine,2021-04-01 04:27:05,49.2331,28.4682,57101,1059,35058.0,20984.0,"Vinnytsia Oblast, Ukraine",3659.396280682956,1.8546085007267823
3950,Volyn Oblast,Ukraine,2021-04-01 04:27:05,50.7472,25.3254,46674,768,40552.0,5354.0,"Volyn Oblast, Ukraine",4508.12784329634,1.6454557141020696
3951,Zakarpattia Oblast,Ukraine,2021-04-01 04:27:05,48.6208,22.2879,54045,1306,40720.0,12019.0,"Zakarpattia Oblast, Ukraine",4300.200031508543,2.416504764548062
3952,Zaporizhia Oblast,Ukraine,2021-04-01 04:27:05,47.8388,35.1396,78386,1415,69207.0,7764.0,"Zaporizhia Oblast, Ukraine",4595.166241068895,1.8051692904345165
3953,Zhytomyr Oblast,Ukraine,2021-04-01 04:27:05,50.2547,28.6587,71032,1202,51438.0,18392.0,"Zhytomyr Oblast, Ukraine",5821.374159661627,1.692195067012051
3954,,United Arab Emirates,2021-04-01 04:27:05,23.424076,53.847818,461444,1497,445355.0,14592.0,United Arab Emirates,4665.574698697727,0.3244163972226315
3955,Anguilla,United Kingdom,2021-04-01 04:27:05,18.2206,-63.0686,25,0,21.0,4.0,"Anguilla, United Kingdom",166.6444474070124,0.0
3956,Bermuda,United Kingdom,2021-04-01 04:27:05,32.3078,-64.7505,1217,12,729.0,476.0,"Bermuda, United Kingdom",1954.2980103736768,0.9860312243221035
3957,British Virgin Islands,United Kingdom,2021-04-01 04:27:05,18.4207,-64.64,153,1,131.0,21.0,"British Virgin Islands, United Kingdom",506.0025796209941,0.6535947712418301
3958,Cayman Islands,United Kingdom,2021-04-01 04:27:05,19.3133,-81.2546,500,2,476.0,22.0,"Cayman Islands, United Kingdom",760.8034083992696,0.4
3959,Channel Islands,United Kingdom,2021-04-01 04:27:05,49.3723,-2.3644,4049,86,3956.0,7.0,"Channel Islands, United Kingdom",2374.793987061508,2.123981229933317
3960,England,United Kingdom,2021-04-01 04:27:05,52.3555,-1.1743,3800722,111489,0.0,3689233.0,"England, United Kingdom",6789.767976962049,2.933363713526009
3961,Falkland Islands (Malvinas),United Kingdom,2021-04-01 04:27:05,-51.7963,-59.5236,54,0,54.0,0.0,"Falkland Islands (Malvinas), United Kingdom",1550.3875968992247,0.0
3962,Gibraltar,United Kingdom,2021-04-01 04:27:05,36.1408,-5.3536,4274,94,4168.0,12.0,"Gibraltar, United Kingdom",12685.880502211274,2.199344875994385
3963,Isle of Man,United Kingdom,2021-04-01 04:27:05,54.2361,-4.5481,1569,29,1247.0,293.0,"Isle of Man, United Kingdom",1845.187694044595,1.8483110261312936
3964,Montserrat,United Kingdom,2021-04-01 04:27:05,16.742498,-62.187366,20,1,19.0,0.0,"Montserrat, United Kingdom",400.0800160032006,5.0
3965,Northern Ireland,United Kingdom,2021-04-01 04:27:05,54.7877,-6.4923,117289,2115,0.0,115174.0,"Northern Ireland, United Kingdom",6233.471513605442,1.803238155325734
3966,"Saint Helena, Ascension and Tristan da Cunha",United Kingdom,2021-03-14 23:25:24,-7.9467,-14.3559,4,0,4.0,0.0,"Saint Helena, Ascension and Tristan da Cunha, United Kingdom",70.65889418830595,0.0
3967,Scotland,United Kingdom,2021-04-01 04:27:05,56.4907,-4.2026,218432,7602,0.0,210830.0,"Scotland, United Kingdom",3998.169604451522,3.480259302666276
3968,Turks and Caicos Islands,United Kingdom,2021-04-01 04:27:05,21.69400000000001,-71.7979,2329,17,2268.0,44.0,"Turks and Caicos Islands, United Kingdom",6015.290045973449,0.7299270072992701
3969,Unknown,United Kingdom,2021-04-01 04:27:05,,,0,0,0.0,0.0,"Unknown, United Kingdom",,
3970,Wales,United Kingdom,2021-04-01 04:27:05,52.1307,-3.7837,209345,5507,0.0,203838.0,"Wales, United Kingdom",6670.012107308991,2.630585874991044
3971,,Uruguay,2021-04-01 04:27:05,-32.5228,-55.7658,105549,974,83380.0,21195.0,Uruguay,3038.494389455476,0.9227941524789436
3972,,Uzbekistan,2021-04-01 04:27:05,41.377491,64.585262,82869,629,80983.0,1257.0,Uzbekistan,247.59779880002503,0.75902931132269
3973,,Vanuatu,2021-04-01 04:27:05,-15.3767,166.9592,3,0,1.0,2.0,Vanuatu,1.0250102501025011,0.0
3974,,Venezuela,2021-04-01 04:27:05,6.4238,-66.5897,160497,1602,147846.0,11049.0,Venezuela,564.4159576490922,0.9981494981214604
3975,,Vietnam,2021-04-01 04:27:05,14.058324,108.277199,2603,35,2359.0,209.0,Vietnam,2.6741708372722046,1.3446023818670765
3976,,West Bank and Gaza,2021-04-01 04:27:05,31.9522,35.2332,242353,2627,215429.0,24297.0,West Bank and Gaza,4750.700589797029,1.0839560475834835
3977,,Yemen,2021-04-01 04:27:05,15.552727,48.516388,4357,888,1676.0,1793.0,Yemen,14.60807575465782,20.38099609823273
3978,,Zambia,2021-04-01 04:27:05,-13.133897,27.849332,88418,1208,84592.0,2618.0,Zambia,480.9519779094337,1.3662376439186592
3979,,Zimbabwe,2021-04-01 04:27:05,-19.015438,29.154857,36882,1523,34686.0,673.0,Zimbabwe,248.147622604888,4.12938560815574
3982,,Kiribati,2021-04-01 04:27:05,-3.3704,-168.734,0,0,0.0,0.0,Kiribati,0.0,
3983,,Palau,2021-04-01 04:27:05,7.515,134.5825,0,0,0.0,0.0,Palau,0.0,
3984,Cook Islands,New Zealand,2021-04-01 04:27:05,-21.2367,-159.7777,0,0,0.0,0.0,"Cook Islands, New Zealand",0.0,
3985,,Summer Olympics 2020,2021-04-01 04:27:05,35.6491,139.7737,0,0,0.0,0.0,Summer Olympics 2020,,
3986,Johor,Malaysia,2021-04-01 04:27:05,1.4854,103.7618,41258,104,39594.0,1560.0,"Johor, Malaysia",1094.899421474444,0.2520723253672015
3987,Kedah,Malaysia,2021-04-01 04:27:05,6.1184,100.3685,8435,25,8067.0,343.0,"Kedah, Malaysia",385.882245299419,0.2963841138114997
3988,Kelantan,Malaysia,2021-04-01 04:27:05,6.1254,102.2381,6250,23,5638.0,589.0,"Kelantan, Malaysia",330.30335059718846,0.368
3989,Melaka,Malaysia,2021-04-01 04:27:05,2.1896,102.2501,6537,22,6196.0,319.0,"Melaka, Malaysia",700.8684464458025,0.3365458161236041
3990,Negeri Sembilan,Malaysia,2021-04-01 04:27:05,2.7258,101.9424,17269,31,16868.0,370.0,"Negeri Sembilan, Malaysia",1525.3952831021995,0.1795124211013955
3991,Pahang,Malaysia,2021-04-01 04:27:05,3.8126,103.3256,4269,17,3961.0,291.0,"Pahang, Malaysia",254.5465386679387,0.3982197235886625
3992,Perak,Malaysia,2021-04-01 04:27:05,4.5921,101.0901,12964,44,12563.0,357.0,"Perak, Malaysia",515.610706757348,0.3394014193150262
3993,Perlis,Malaysia,2021-04-01 04:27:05,6.4449,100.2048,330,2,320.0,8.0,"Perlis, Malaysia",129.61508248232522,0.6060606060606061
3994,Pulau Pinang,Malaysia,2021-04-01 04:27:05,5.4141,100.3288,16067,21,14730.0,1316.0,"Pulau Pinang, Malaysia",903.8591359135912,0.1307026825169602
3995,Sabah,Malaysia,2021-04-01 04:27:05,5.9788,116.0753,54768,392,53870.0,506.0,"Sabah, Malaysia",1402.6173585678798,0.7157464212678937
3996,Sarawak,Malaysia,2021-04-01 04:27:05,1.5533,110.3592,16390,108,13740.0,2542.0,"Sarawak, Malaysia",581.5975302508782,0.6589383770591825
3997,Selangor,Malaysia,2021-04-01 04:27:05,3.0738,101.5183,116080,332,110514.0,5234.0,"Selangor, Malaysia",1774.4080465919687,0.2860096485182632
3998,Terengganu,Malaysia,2021-04-01 04:27:05,5.3117,103.1324,3595,13,3547.0,35.0,"Terengganu, Malaysia",287.5769938404928,0.3616133518776078
3999,Wilayah Persekutuan Kuala Lumpur,Malaysia,2021-04-01 04:27:05,3.139,101.6869,37819,118,36631.0,1070.0,"W.P. Kuala Lumpur, Malaysia",2126.57444894287,0.31201248049922
4000,W.P. Labuan,Malaysia,2021-04-01 04:27:05,5.2831,115.2308,2327,12,2282.0,33.0,"W.P. Labuan, Malaysia",2341.046277665996,0.5156854318865493
4001,W.P. Putrajaya,Malaysia,2021-04-01 04:27:05,2.9264,101.6964,1142,8,1102.0,32.0,"W.P. Putrajaya, Malaysia",1083.4914611005693,0.7005253940455342
4002,Unknown,Malaysia,2021-04-01 04:27:05,,,0,0,0.0,0.0,"Unknown, Malaysia",,
4003,,Tonga,2021-04-01 04:27:05,-21.179,-175.1982,0,0,0.0,0.0,Tonga,0.0,
